hedge,sentence,usage_a,usage_b,gold,hedge_gold
"virtualmente","Veremos cómo lidia Chávez con los problemas en los años que <strong>virtualmente</strong> pueden quedarle de mandato.","Es virtualmente imposible cruzar el río.","Yo me comunico virtualmente a través de mi computadora.",FALSE,FALSE
"algun","Dicho de otra forma: ¿Podría poner JMRP <strong>algun</strong> ejemplo de una decisión de este u otro gobierno español que no se mantuviera ""en los cauces políticos de toda economía nacional""?","Algún lápiz habrá caído por la abertura.","Otro",FALSE,FALSE
"debe","En fin, que hay que ser muy ilusos para creer a pies juntillas en esta democracia, cuyo producto final -en su ilusionismo-, creen los individuos concretos o los ciudadanos con el carné de identidad en la boca, que se <strong>debe</strong> a su con-formidad y a su entusiasmo, y que encima, por ser y creer ese producto suyo, que es bueno.","Debe de ser difícil para tu familia.","La casa debe construirse en dos semanas.",FALSE,FALSE
"siento","Lo <strong>siento</strong>, Pardo.","Siento que podríamos trabajar más a fondo. (juicio)","Siento un dolor fuerte en el estómago. (sensación física)",FALSE,FALSE
"esencialmente","Así podemos ser generosos con los animales hasta llegar a grados irrisorios..., podemos llegar incluso a darles el estatuto de personas (proyecto Gran simio), pero nunca podremos tratarlos circularmente a menos que no alteremos la clasificación linneana, nunca podremos considerarlos Homo (<strong>esencialmente</strong> porque no lo son).","La película es esencialmente una parodia.","Otro",FALSE,FALSE
"aparentemente","Y farisaica, porque este Gobierno, tan <strong>aparentemente</strong> implacable en las formas, no hace otra cosa cuando se trata de sus socios separatistas que hacer la vista gorda cuando no secundar unas reivindicaciones que, esas sí en las formas y en el fondo, ponen en jaque la continuidad de la Constitución y la unidad de España, ya sea arrancando paginas de nuestra Carta Magna, ya sea elaborando estatutos que la pulverizan.","Aparentemente habrá un concierto esta tarde. (parece que)","Otro",FALSE,FALSE
"mas o menos","La realidad social y económica no es <strong>mas o menos</strong> ""ética"" por el hecho de que los productores y consumidores sean más o menos kantianos.","Me dijeron más o menos qué tengo que hacer. (poco específico)","Usa más o menos azúcar de acuerdo a tu gusto. (cantidad concreta)",FALSE,FALSE
"deberia","Esa realidad --aun contingente y efímera como toda realidad histórica--, cuyo nombre ha llegado a producir reflejos condicionados de repulsa o vergüenza en no pocas personas de nuestro país por el hecho de que la sanguinaria tiranía franquista se apropió de tal nombre para servir a sus criminales propósitos e imponer un férreo centralismo, podría convertirse en una nación política moderna si adoptase una estructura republicana, ya fuese centralista o federal (cuestión ésta que <strong>deberia</strong> dirimirse en un amplio debate público, y no dejarse en manos de un puñado de ideólogos ni mucho menos de las burguesías autonómicas).","Debería ser difícil para tu familia.","La casa debería construirse en dos semanas.",FALSE,FALSE
"seguro","Es claro que probablemente no los votaría (y si entras tú o el señor Diego Guerrero en lista <strong>seguro</strong> que no), que seguiría votando al PP, ya que este partido -como otros actuales- es el resultado de una historia anterior de la derecha española (y sus recurrencias productivas) y tiene gentes que saben y sabrían gobernar.","El evento seguro será un éxito.","No es seguro caminar por estas calles.",FALSE,FALSE
"casi","Surgen como resultado de múltiples factores no todos (¡<strong>casi</strong> ninguno!) susceptibles de tal capacidad.","Casi no hay librerías en el pueblo. (se desconoce la situación)","Casi llego tarde a la junta. (se conoce la situación)",FALSE,FALSE
"por decir algo","Yo no he visto Los Otros porque, después de haber visto Abre tus Ojos, <strong>por decir algo</strong> -porque esta película es imposible de ver, creo yo, tal es el guirigai que monta Amenábar-, no me quedaron ganas de ver la siguiente.","Podrías salir a comer, por decir algo. (sugerencia)","Castigaron a Manuel por decir algo ofensivo. (acción)",FALSE,FALSE
"debe","El Estado <strong>debe</strong> ser implacable con sus enemigos, que son los enemigos de los ciudadanos, de la patria, del derecho.","Debe de ser difícil para tu familia.","La casa debe construirse en dos semanas.",FALSE,FALSE
"podrias","¿Acaso <strong>podrias</strong> tu como animal humano hacer un hormiguero?","Podrías considerar otra solución. (posibilidad)","Tú podrías imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"parcialmente","Publicado <strong>parcialmente</strong> en Razón Española.","Lo que dices es parcialmente verdadero.","Otro",FALSE,FALSE
"entiendo","Como Joaquín, yo tampoco <strong>entiendo</strong> bien en qué se basa Martín para deducir que la ausencia de editorial en un periódico implica su derivación en panfleto, sobre todo porque lo más panfletero de un periódico, y algunos son ""más iguales que otros en este sentido"", suele ser su editorial.","Como yo lo entiendo, me quedaré en tu casa mañana. (juicio)","Yo entiendo la tarea de matemáticas. (comprensión)",FALSE,FALSE
"tal vez","Sé que <strong>tal vez</strong> me desvío un poco de tema, pero también hay que tener en cuenta el aspecto político de estas decisiones: se empieza haciendo preguntas en catalán en el Parlamento Español y se sigue eliminando la ""Fiesta Nacional"".","Tal vez sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"necesariamente","Esta frase de Rodríguez Pardo: &lt;...un lenguaje de gestos que es mucho menos complejo que el lenguaje matemático y abstracto....no me convence por la razón siguiente: la frase ""sucio Jack dame beber"", sea dicha a través del código que sea, el Ameslan o cualquier otro, arrastra <strong>necesariamente</strong> una idéntica inteligibilidad...quiero decir, que la cosa de simple y poco compleja no tiene nada.","No necesariamente lloverá esta tarde. (no se sabe con certidumbre)","La política está necesariamente conectada a la economía. (inevitablemente)",FALSE,FALSE
